release_year,month,genre,average_rating,average_revenue,date_ts
2011,10,adventure,6.9,373.99,2011-10-01
2011,10,animation,6.5,554.99,2011-10-01
2011,10,horror,5.9,207.04,2011-10-01
2011,11,action,6.1,152.93,2011-11-01
2011,11,adventure,6.83,410.85,2011-11-01
2011,11,animation,6.1,150.41,2011-11-01
2011,11,comedy,5.55,157.43,2011-11-01
2011,11,fantasy,6,226.9,2011-11-01
2011,12,action,6.05,413.64,2011-12-01
2011,12,comedy,5.8,242.37,2011-12-01
2011,12,drama,6.8,120.08,2011-12-01
2011,12,history,6.4,115.89,2011-12-01
2011,12,thriller,7.4,232.62,2011-12-01
2011,12,war,7.3,177.58,2011-12-01
2012,1,adventure,6.1,355.69,2012-01-01
2012,1,fantasy,6.3,160.11,2012-01-01
2012,1,thriller,4.7,101.76,2012-01-01
2012,2,action,6.3,182.52,2012-02-01
2012,2,drama,6.73,153.56,2012-02-01
2012,2,science fiction,6.8,145,2012-02-01
2012,3,action,6.6,242.86,2012-03-01
2012,3,adventure,5.9,183.02,2012-03-01
2012,3,animation,6.45,235.94,2012-03-01
2012,3,comedy,6.8,102.73,2012-03-01
2012,3,fantasy,5.7,301.97,2012-03-01
2012,3,science fiction,7.2,694.39,2012-03-01
2012,4,comedy,6.3,234.99,2012-04-01
2012,4,science fiction,7.7,1518.82,2012-04-01
2012,4,thriller,5.8,303.03,2012-04-01
2012,5,action,6.5,624.03,2012-05-01
2012,5,adventure,6,396.6,2012-05-01
2012,5,comedy,6.1,212.45,2012-05-01
2012,5,science fiction,6.5,403.35,2012-05-01
2012,6,action,6.2,437.2,2012-06-01
2012,6,animation,6.67,721.05,2012-06-01
2012,6,comedy,6.4,549.37,2012-06-01
2012,6,drama,6.2,167.22,2012-06-01
2012,7,action,7.8,1081.04,2012-07-01
2012,7,music,6.9,140.47,2012-07-01
2012,8,action,6.17,263.45,2012-08-01
2012,8,comedy,5.8,104.91,2012-08-01
2012,8,drama,6.3,114.28,2012-08-01
2012,8,family,7,107.14,2012-08-01
2012,9,action,6.05,308.15,2012-09-01
2012,9,adventure,7.4,198.09,2012-09-01
2012,9,animation,7,358.38,2012-09-01
2012,9,comedy,7.3,115.4,2012-09-01
2012,10,action,7.2,1142.47,2012-10-01
2012,10,drama,7.1,181.4,2012-10-01
2012,10,horror,5.4,142.8,2012-10-01
2012,11,adventure,6.95,719.38,2012-11-01
2012,11,drama,6.95,199.09,2012-11-01
2012,11,family,7.35,389.08,2012-11-01
2012,11,history,6.9,275.29,2012-11-01
2012,12,adventure,7.3,1021.1,2012-12-01
2012,12,comedy,5.9,119.77,2012-12-01
2012,12,crime,6.6,218.34,2012-12-01
2012,12,drama,8.2,425.37,2012-12-01
2012,12,history,7.3,441.81,2012-12-01
2012,12,thriller,7,132.82,2012-12-01
2013,1,crime,6.4,105.2,2013-01-01
2013,1,fantasy,6,226.35,2013-01-01
2013,1,horror,6.3,131.74,2013-01-01
2013,2,action,5.3,304.65,2013-02-01
2013,2,comedy,5.45,187.54,2013-02-01
2013,2,fantasy,5.8,197.69,2013-02-01
2013,3,action,6.4,170.27,2013-03-01
2013,3,animation,6.9,587.2,2013-03-01
2013,3,fantasy,5.9,491.87,2013-03-01
2013,3,science fiction,5.6,371.88,2013-03-01
2013,4,action,6.75,750.88,2013-04-01
2013,5,action,7.05,628.02,2013-05-01
2013,5,animation,6.5,268.43,2013-05-01
2013,5,comedy,6.2,362,2013-05-01
2013,5,drama,7.4,351.04,2013-05-01
2013,5,science fiction,5.2,243.84,2013-05-01
2013,5,thriller,7.3,351.72,2013-05-01
2013,6,action,6.52,338,2013-06-01
2013,6,animation,6.95,857.16,2013-06-01
2013,7,action,6.47,308.76,2013-07-01
2013,7,animation,6.2,282.57,2013-07-01
2013,7,comedy,6.1,247.02,2013-07-01
2013,7,fantasy,5.8,347.43,2013-07-01
2013,7,horror,7.5,320.41,2013-07-01
2013,8,action,6.5,131.94,2013-08-01
2013,8,adventure,6,199.85,2013-08-01
2013,8,animation,5.9,219.79,2013-08-01
2013,8,comedy,6.8,269.99,2013-08-01
2013,8,drama,7.3,115.92,2013-08-01
2013,8,science fiction,6.5,286.14,2013-08-01
2013,9,animation,6.4,248.38,2013-09-01
2013,9,drama,8.1,122.13,2013-09-01
2013,9,horror,6.7,161,2013-09-01
2013,10,action,6.93,333.63,2013-10-01
2013,10,animation,5.9,110,2013-10-01
2013,10,comedy,6.25,143.12,2013-10-01
2013,10,drama,7.9,187,2013-10-01
2013,10,science fiction,6.9,424.36,2013-10-01
2013,11,adventure,7.4,865.01,2013-11-01
2013,11,animation,7.2,1274.22,2013-11-01
2013,11,comedy,7.4,112.54,2013-11-01
2013,11,drama,7.4,100.13,2013-11-01
2013,12,adventure,7.2,188.13,2013-12-01
2013,12,animation,6.1,126.55,2013-12-01
2013,12,comedy,6.1,173.65,2013-12-01
2013,12,crime,8,392,2013-12-01
2013,12,drama,6.5,201.48,2013-12-01
2013,12,fantasy,7.6,958.4,2013-12-01
2013,12,war,7.4,149.3,2013-12-01
2014,1,action,6.15,144.76,2014-01-01
2014,1,animation,5.8,122.53,2014-01-01
2014,1,science fiction,5.8,242.69,2014-01-01
2014,1,war,6,154.98,2014-01-01
2014,2,action,6.15,170.32,2014-02-01
2014,2,animation,7.05,371.04,2014-02-01
2014,2,comedy,8,174.6,2014-02-01
2014,3,action,6.78,386.13,2014-03-01
2014,3,animation,6.5,500.19,2014-03-01
2014,3,drama,5.7,362.64,2014-03-01
2014,4,action,6.5,708.96,2014-04-01
2014,4,comedy,6.4,196.78,2014-04-01
2014,4,drama,6.7,101.33,2014-04-01
2014,4,thriller,6,103.04,2014-04-01
2014,5,action,7.13,549.16,2014-05-01
2014,5,comedy,6.55,199.33,2014-05-01
2014,5,fantasy,7.1,758.54,2014-05-01
2014,5,romance,7.6,307.17,2014-05-01
2014,6,crime,6.8,331.33,2014-06-01
2014,6,fantasy,7.7,621.54,2014-06-01
2014,6,science fiction,6.6,907.34,2014-06-01
2014,7,action,6.7,492.15,2014-07-01
2014,7,animation,6.1,151.17,2014-07-01
2014,7,comedy,5.35,113.3,2014-07-01
2014,7,horror,6.6,111.93,2014-07-01
2014,8,action,6.1,187.65,2014-08-01
2014,8,comedy,6.5,136.62,2014-08-01
2014,8,science fiction,5.9,485,2014-08-01
2014,9,action,7.2,348.32,2014-09-01
2014,9,animation,6.7,108.26,2014-09-01
2014,9,thriller,7.2,192.33,2014-09-01
2014,10,adventure,7.7,657.83,2014-10-01
2014,10,drama,7.5,103.22,2014-10-01
2014,10,family,6.2,100.65,2014-10-01
2014,10,horror,5.8,192.59,2014-10-01
2014,10,mystery,7.9,369.33,2014-10-01
2014,10,war,7.5,211.82,2014-10-01
2014,11,adventure,8.4,701.73,2014-11-01
2014,11,comedy,6.27,178.91,2014-11-01
2014,11,drama,7.9,123.73,2014-11-01
2014,11,family,6.5,373.55,2014-11-01
2014,11,history,8,233.56,2014-11-01
2014,11,science fiction,6.8,755.36,2014-11-01
2014,12,action,7.3,956.02,2014-12-01
2014,12,adventure,5.83,248.47,2014-12-01
2014,12,comedy,6.2,133.82,2014-12-01
2014,12,crime,7.6,414.35,2014-12-01
2014,12,drama,7.4,163.44,2014-12-01
2014,12,fantasy,5.8,212.9,2014-12-01
2014,12,thriller,6.2,325.77,2014-12-01
2014,12,war,7.4,542.31,2014-12-01
2015,1,family,6.1,311.59,2015-01-01
2015,2,drama,5.9,571.01,2015-02-01
2015,2,family,7,106.21,2015-02-01
2015,2,romance,6.9,153.96,2015-02-01
2015,2,science fiction,5.4,183.99,2015-02-01
2015,3,action,7.2,218,2015-03-01
2015,3,comedy,6,111.81,2015-03-01
2015,3,crime,6.8,104.4,2015-03-01
2015,3,fantasy,6.8,368.87,2015-03-01
2015,3,romance,6.8,543.51,2015-03-01
2015,4,action,6.53,1009.45,2015-04-01
2015,5,action,6.87,362.84,2015-05-01
2015,5,adventure,6.3,209.15,2015-05-01
2015,5,comedy,6.9,287.51,2015-05-01
2015,5,horror,6.3,112.98,2015-05-01
2015,6,action,6.7,1671.54,2015-06-01
2015,6,animation,7.9,857.61,2015-06-01
2015,6,comedy,6.3,215.86,2015-06-01
2015,6,family,6.4,1156.73,2015-06-01
2015,6,science fiction,5.9,440.6,2015-06-01
2015,7,action,6.45,463.8,2015-07-01
2015,7,comedy,6.1,121,2015-07-01
2015,7,science fiction,7.1,519.31,2015-07-01
2015,8,action,4.4,167.98,2015-08-01
2015,8,adventure,6.3,158.16,2015-08-01
2015,8,comedy,7.1,108.15,2015-08-01
2015,8,drama,7.8,201.63,2015-08-01
2015,9,adventure,6.8,203.43,2015-09-01
2015,9,animation,6.8,473.23,2015-09-01
2015,9,comedy,7.2,194.56,2015-09-01
2015,9,drama,7.7,630.6,2015-09-01
2015,9,fantasy,6,128.39,2015-09-01
2015,9,science fiction,6.7,312.3,2015-09-01
2015,10,action,6.5,880.67,2015-10-01
2015,10,fantasy,5.9,146.94,2015-10-01
2015,10,thriller,7.2,165.48,2015-10-01
2015,11,action,7.15,413.5,2015-11-01
2015,11,adventure,6.7,332.21,2015-11-01
2015,11,comedy,6.9,246.23,2015-11-01
2015,12,action,5.9,133.72,2015-12-01
2015,12,adventure,6.65,1150.99,2015-12-01
2015,12,comedy,6.5,160.38,2015-12-01
2015,12,drama,7.1,128.44,2015-12-01
2015,12,western,7.5,532.95,2015-12-01
2016,1,action,6.55,323,2016-01-01
2016,1,science fiction,5.9,109.91,2016-01-01
2016,2,action,6.6,466.89,2016-02-01
2016,2,animation,7.7,1023.78,2016-02-01
2016,2,comedy,6.2,112.34,2016-02-01
2016,3,action,6.1,539.69,2016-03-01
2016,3,adventure,6.1,179.25,2016-03-01
2016,3,thriller,7,110.22,2016-03-01
2016,4,action,6.3,164.99,2016-04-01
2016,4,adventure,7.4,1155.05,2016-04-01
2016,4,family,6.9,966.55,2016-04-01
2016,5,action,6.45,488.8,2016-05-01
2016,5,adventure,6.6,299.46,2016-05-01
2016,5,animation,6.2,349.78,2016-05-01
2016,5,comedy,5.8,108.76,2016-05-01
2016,6,action,6.03,242.72,2016-06-01
2016,6,adventure,6.42,626.96,2016-06-01
2016,6,crime,6.8,334.9,2016-06-01
2016,6,drama,7.9,207.95,2016-06-01
2016,6,fantasy,5.9,356.74,2016-06-01
2016,6,horror,6.8,220.46,2016-06-01
2016,6,thriller,7,159.05,2016-06-01
2016,7,action,6.17,329.37,2016-07-01
2016,7,adventure,5.7,140.71,2016-07-01
2016,7,comedy,6.5,183.94,2016-07-01
2016,7,horror,6.3,148.87,2016-07-01
2016,8,action,5.95,436.29,2016-08-01
2016,8,adventure,6.4,143.7,2016-08-01
2016,9,adventure,6.5,172.37,2016-09-01
2016,9,comedy,6.4,211.95,2016-09-01
2016,9,drama,7.05,181.3,2016-09-01
2016,9,fantasy,6.8,296.48,2016-09-01
2016,10,action,6.65,419.24,2016-10-01
2016,10,adventure,7.6,690.86,2016-10-01
2016,10,crime,7.1,155.16,2016-10-01
2016,10,drama,8.2,175.3,2016-10-01
2016,10,family,6.7,346.86,2016-10-01
2016,10,mystery,6.1,220.02,2016-10-01
2016,10,thriller,6.4,173.19,2016-10-01
2016,11,action,6.8,119.52,2016-11-01
2016,11,animation,7.1,634.15,2016-11-01
2016,11,comedy,6.8,280.96,2016-11-01
2016,11,drama,7.85,171.85,2016-11-01
2016,11,fantasy,7.3,809.34,2016-11-01
2016,12,action,6.25,485.24,2016-12-01
2016,12,comedy,6.4,118.1,2016-12-01
2016,12,drama,7.5,269.55,2016-12-01
2017,1,action,6.1,346.15,2017-01-01
2017,1,adventure,7.6,205.04,2017-01-01
2017,1,horror,7.3,278.45,2017-01-01
2017,2,action,7.55,395.28,2017-02-01
2017,2,animation,7.2,311.95,2017-02-01
2017,2,drama,6.5,378.83,2017-02-01
2017,2,mystery,7.6,255.41,2017-02-01
2017,3,action,6.4,354.5,2017-03-01
2017,3,animation,6.5,527.97,2017-03-01
2017,3,family,6.65,731.65,2017-03-01
2017,3,horror,6.4,100.54,2017-03-01
2017,3,science fiction,6.1,169.8,2017-03-01
2017,4,action,6.9,1236.01,2017-04-01
2017,4,science fiction,7.6,863.76,2017-04-01
2017,5,action,6.85,485.76,2017-05-01
2017,5,adventure,6.6,795.92,2017-05-01
2017,5,comedy,6.1,177.86,2017-05-01
2017,5,science fiction,6.1,240.89,2017-05-01
2017,6,action,6.58,497.34,2017-06-01
2017,6,animation,6.9,383.93,2017-06-01
2017,6,fantasy,5.5,409.23,2017-06-01
2017,7,action,6.85,490.09,2017-07-01
2017,7,adventure,6.6,225.97,2017-07-01
2017,7,animation,5.5,216.91,2017-07-01
2017,7,comedy,6.8,140.38,2017-07-01
2017,7,drama,7.2,490.72,2017-07-01
2017,7,war,7.5,527,2017-07-01
2017,8,action,6.9,155.05,2017-08-01
2017,8,comedy,6.3,130.56,2017-08-01
2017,8,fantasy,5.7,113.23,2017-08-01
2017,8,horror,6.6,306.52,2017-08-01
2017,9,action,7,278.14,2017-09-01
2017,9,family,6.5,123.08,2017-09-01
2017,9,horror,7.2,701.8,2017-09-01
2017,10,action,6.85,538.45,2017-10-01
2017,10,family,8.2,800.53,2017-10-01
2017,10,horror,6.4,114.22,2017-10-01
2017,10,science fiction,7.5,259.24,2017-10-01
2017,11,action,6.1,657.93,2017-11-01
2017,11,adventure,7.5,227.3,2017-11-01
2017,11,comedy,6.3,180.61,2017-11-01
2017,11,drama,7.75,228.39,2017-11-01
2017,11,mystery,6.7,352.79,2017-11-01
2017,12,adventure,6.8,1164.02,2017-12-01
2017,12,animation,7.2,295.04,2017-12-01
2017,12,comedy,6.5,184.72,2017-12-01
2017,12,crime,8.1,160.19,2017-12-01
2017,12,drama,7.37,269.31,2017-12-01
2018,1,action,6.4,119.94,2018-01-01
2018,1,drama,6.7,368.31,2018-01-01
2018,1,horror,6.3,167.89,2018-01-01
2018,1,science fiction,7.1,288.18,2018-01-01
2018,2,action,7.4,1349.93,2018-02-01
2018,2,animation,6.7,351.27,2018-02-01
2018,2,mystery,6.8,117.5,2018-02-01
2018,2,thriller,6.5,151.57,2018-02-01
2018,3,action,6.25,282.36,2018-03-01
2018,3,adventure,6.35,369.98,2018-03-01
2018,4,action,6.5,428.03,2018-04-01
2018,4,adventure,8.3,2052.42,2018-04-01
2018,4,horror,7.4,341,2018-04-01
2018,5,action,7.5,785.9,2018-05-01
2018,5,mystery,10,903.4,2018-05-01
2018,5,science fiction,6.6,392.95,2018-05-01
2018,6,action,7,1276.64,2018-06-01
2018,6,animation,6.9,528.6,2018-06-01
2018,6,crime,7,297.72,2018-06-01
2018,7,action,6.85,474.27,2018-07-01
2018,7,comedy,7.1,395.04,2018-07-01
2018,7,horror,6,137.06,2018-07-01
2018,8,action,6.3,530.52,2018-08-01
2018,8,comedy,7.1,238.54,2018-08-01
2018,9,action,6.3,158.97,2018-09-01
2018,9,drama,5.4,176.75,2018-09-01
2018,9,family,6.8,214.12,2018-09-01
2018,9,fantasy,6.2,131.52,2018-09-01
2018,9,horror,5.9,365.58,2018-09-01
2018,9,science fiction,6.2,508.32,2018-09-01
2018,10,history,7,105.71,2018-10-01
2018,10,horror,6.5,259.9,2018-10-01
2018,10,music,7.75,668.94,2018-10-01
2018,11,animation,6.8,508.58,2018-11-01
2018,11,comedy,7.5,120.99,2018-11-01
2018,11,drama,7.6,266.96,2018-11-01
2018,11,family,7.2,529.32,2018-11-01
2018,11,fantasy,6.9,654.86,2018-11-01
2018,12,action,7.33,663.99,2018-12-01
2018,12,crime,6.8,174.8,2018-12-01
2018,12,fantasy,6.5,348.81,2018-12-01
2019,1,action,7.2,404.98,2019-01-01
2019,1,animation,7.8,524.58,2019-01-01
2019,1,comedy,7.1,125,2019-01-01
2019,1,horror,6.5,155.71,2019-01-01
2019,1,thriller,6.7,247,2019-01-01
2019,2,action,6.7,199.6,2019-02-01
2019,3,action,6.9,748.75,2019-03-01
2019,3,comedy,6.5,119.56,2019-03-01
2019,3,family,6.6,353.28,2019-03-01
2019,3,horror,7,256.07,2019-03-01
2019,4,adventure,8.3,2800,2019-04-01
2019,4,horror,5.7,117.58,2019-04-01
2019,4,NA,10,500,2019-04-01
2019,5,action,7.2,388.24,2019-05-01
2019,5,adventure,7.05,604.72,2019-05-01
2019,5,music,7.3,167.32,2019-05-01
2019,5,science fiction,6.7,386.6,2019-05-01
2019,6,action,7.4,1131.93,2019-06-01
2019,6,comedy,5.9,253.89,2019-06-01
2019,6,family,7.5,1073.39,2019-06-01
2019,6,fantasy,6,252.44,2019-06-01
2019,6,horror,6.4,231.25,2019-06-01
2019,7,adventure,7.1,1663.08,2019-07-01
2019,7,comedy,7.4,374.25,2019-07-01
2019,8,action,6.75,453.38,2019-08-01
2019,8,adventure,6.7,120.6,2019-08-01
2019,8,animation,7.1,147.79,2019-08-01
2019,8,comedy,6.8,111.04,2019-08-01
2019,8,horror,6.5,104.55,2019-08-01
2019,9,drama,6.8,174.9,2019-09-01
2019,9,family,7.5,190.3,2019-09-01
2019,9,horror,6.9,473.12,2019-09-01
2019,9,science fiction,6.1,127.46,2019-09-01
2019,10,comedy,7,122.8,2019-10-01
2019,10,crime,8.2,1074.46,2019-10-01
2019,10,family,6.95,348.06,2019-10-01
2019,10,science fiction,6.4,217.3,2019-10-01
2019,11,action,7.2,127.42,2019-11-01
2019,11,comedy,7.5,217.22,2019-11-01
2019,11,drama,8,225.51,2019-11-01
2019,11,family,7.3,1450.03,2019-11-01
2019,12,adventure,6.65,937.92,2019-12-01
2019,12,animation,7.6,171.62,2019-12-01
2019,12,drama,7.9,216.6,2019-12-01
2019,12,war,8,394.64,2019-12-01
2020,1,comedy,7.7,115.17,2020-01-01
2020,1,family,6.6,251.41,2020-01-01
2020,1,thriller,7.1,426.51,2020-01-01
2020,2,action,7.15,262.54,2020-02-01
2020,2,adventure,7.6,111.2,2020-02-01
2020,2,family,7.7,141.94,2020-02-01
2020,2,thriller,7.1,144.49,2020-02-01
2020,6,music,10,426.9,2020-06-01
2020,8,action,7.2,365.3,2020-08-01
2020,10,action,10,125.54,2020-10-01
2020,11,animation,7.5,215.91,2020-11-01
2020,12,action,6.5,169.6,2020-12-01
2020,12,animation,8.2,136.38,2020-12-01
2021,2,comedy,6.9,136.54,2021-02-01
2021,3,action,7.7,470.12,2021-03-01
2021,3,animation,7.9,130.42,2021-03-01
2021,3,family,7.2,153,2021-03-01
2021,4,crime,7.7,103.97,2021-04-01
2021,5,action,6.65,458.47,2021-05-01
2021,5,comedy,8.1,233.5,2021-05-01
2021,5,horror,7.5,206.43,2021-05-01
2021,5,science fiction,7.5,297.4,2021-05-01
2021,7,action,7.43,256.45,2021-07-01
2021,7,animation,7.4,146.75,2021-07-01
2021,7,family,6.8,163.69,2021-07-01
2021,8,animation,7.4,144.33,2021-08-01
2021,8,comedy,7.6,331.53,2021-08-01
2021,9,action,7.5,603.19,2021-09-01
2021,9,science fiction,7.3,454.44,2021-09-01
2021,10,animation,7.3,186.41,2021-10-01
2021,10,horror,6.5,133.42,2021-10-01
2021,11,drama,6.6,153.24,2021-11-01
2021,11,family,7.2,107.35,2021-11-01
2021,11,fantasy,7.5,191,2021-11-01
2021,11,science fiction,6.9,402.06,2021-11-01
2021,12,action,7.4,1023.89,2021-12-01
2021,12,animation,7.9,406,2021-12-01
2021,12,science fiction,6.5,156.5,2021-12-01
2022,1,horror,6.7,140.04,2022-01-01
2022,2,action,7,407.14,2022-02-01
2022,2,mystery,6.5,137.31,2022-02-01
2022,3,action,6.83,166.54,2022-03-01
2022,3,animation,7.6,250.16,2022-03-01
2022,3,crime,7.7,770.95,2022-03-01
2022,4,action,7.6,405.42,2022-04-01
2022,4,fantasy,6.7,406.95,2022-04-01
2022,5,action,8.3,1488.73,2022-05-01
2022,5,fantasy,7.4,955.78,2022-05-01
2022,6,adventure,6.8,1001.98,2022-06-01
2022,6,animation,7.25,583.03,2022-06-01
2022,6,drama,7.6,288.67,2022-06-01
2022,6,horror,7.7,161.44,2022-06-01
2022,7,animation,7.3,203,2022-07-01
2022,7,drama,7.6,144.35,2022-07-01
2022,7,fantasy,6.5,760.93,2022-07-01
2022,7,horror,6.9,170.82,2022-07-01
2022,8,action,7.5,239.27,2022-08-01
2022,9,comedy,6.6,168.76,2022-09-01
2022,9,horror,6.7,216.14,2022-09-01
2022,10,action,7,393.25,2022-10-01
2022,10,comedy,7.2,104.09,2022-10-01
2022,10,horror,6.2,104.36,2022-10-01
2022,11,action,7.2,859.1,2022-11-01
2022,12,animation,8.3,482.13,2022-12-01
2022,12,comedy,7.8,108.96,2022-12-01
2022,12,science fiction,7.45,1250.11,2022-12-01
2023,2,action,6.4,476.07,2023-02-01
2023,3,action,7.8,426.98,2023-03-01
2023,3,adventure,7.5,208.18,2023-03-01
2023,3,comedy,6.7,133.44,2023-03-01
2023,3,drama,7.2,275.25,2023-03-01
2023,3,horror,7.2,168.96,2023-03-01
2023,4,animation,7.8,1355.73,2023-04-01
2023,4,thriller,7,146.73,2023-04-01
2023,5,action,7.3,704.71,2023-05-01
2023,5,adventure,6.5,569.24,2023-05-01
2023,5,animation,8.4,683.24,2023-05-01
2023,5,science fiction,8,845.43,2023-05-01
2023,6,action,8.13,268.21,2023-06-01
2023,6,adventure,6.7,382.89,2023-06-01
2023,6,animation,7.8,486.8,2023-06-01
2023,7,action,7.85,387.87,2023-07-01
2023,7,animation,7.3,172,2023-07-01
2023,7,comedy,7.3,1428.55,2023-07-01
2023,7,drama,8.3,933.7,2023-07-01
2023,7,horror,6.8,185.58,2023-07-01
2023,8,action,7.25,195.5,2023-08-01
2023,9,horror,6.5,231.2,2023-09-01
2024,3,comedy,10,270,2024-03-01
